"County","Year","Race","Infant_Deaths"
"Erath",2018,"White",NA
"Falls",2018,"Hispanic",0
"Falls",2018,"Black",NA
"Falls",2018,"Other",0
"Falls",2018,"White",0
"Fannin",2018,"Hispanic",0
"Fannin",2018,"Black",0
"Fannin",2018,"Other",0
"Fannin",2018,"White",NA
"Floyd",2018,"Hispanic",NA
"Floyd",2018,"Black",0
"Floyd",2018,"Other",0
"Floyd",2018,"White",0
"Fort Bend",2018,"Hispanic",NA
"Fort Bend",2018,"Black",16
"Fort Bend",2018,"Other",NA
"Fort Bend",2018,"White",NA
"Franklin",2018,"Hispanic",0
"Franklin",2018,"Black",0
"Franklin",2018,"Other",0
"Franklin",2018,"White",NA
"Freestone",2018,"Hispanic",NA
"Freestone",2018,"Black",NA
"Freestone",2018,"Other",0
"Freestone",2018,"White",0
"Frio",2018,"Hispanic",NA
"Frio",2018,"Black",0
"Frio",2018,"Other",0
"Frio",2018,"White",0
"Galveston",2018,"Hispanic",NA
"Galveston",2018,"Black",NA
"Galveston",2018,"Other",NA
"Galveston",2018,"White",10
"Garza",2018,"Hispanic",0
"Garza",2018,"Black",0
"Garza",2018,"Other",NA
"Garza",2018,"White",0
"Gillespie",2018,"Hispanic",0
"Gillespie",2018,"Black",0
"Gillespie",2018,"Other",0
"Gillespie",2018,"White",NA
"Glasscock",2018,"Hispanic",0
"Glasscock",2018,"Black",0
"Glasscock",2018,"Other",0
"Glasscock",2018,"White",NA
"Goliad",2018,"Hispanic",0
"Goliad",2018,"Black",NA
"Goliad",2018,"Other",0
"Goliad",2018,"White",0
"Gonzales",2018,"Hispanic",0
"Gonzales",2018,"Black",0
"Gonzales",2018,"Other",0
"Gonzales",2018,"White",NA
"Grayson",2018,"Hispanic",NA
"Grayson",2018,"Black",0
"Grayson",2018,"Other",NA
"Grayson",2018,"White",NA
"Gregg",2018,"Hispanic",NA
"Gregg",2018,"Black",NA
"Gregg",2018,"Other",0
"Gregg",2018,"White",NA
"Grimes",2018,"Hispanic",0
"Grimes",2018,"Black",0
"Grimes",2018,"Other",0
"Grimes",2018,"White",NA
"Guadalupe",2018,"Hispanic",NA
"Guadalupe",2018,"Black",NA
"Guadalupe",2018,"Other",0
"Guadalupe",2018,"White",NA
"Hale",2018,"Hispanic",NA
"Hale",2018,"Black",0
"Hale",2018,"Other",0
"Hale",2018,"White",0
"Hamilton",2018,"Hispanic",0
"Hamilton",2018,"Black",0
"Hamilton",2018,"Other",0
"Hamilton",2018,"White",NA
"Hardin",2018,"Hispanic",NA
"Hardin",2018,"Black",NA
"Hardin",2018,"Other",0
"Hardin",2018,"White",NA
"Harris",2018,"Hispanic",168
"Harris",2018,"Black",141
"Harris",2018,"Other",27
"Harris",2018,"White",65
"Harrison",2018,"Hispanic",NA
"Harrison",2018,"Black",NA
"Harrison",2018,"Other",0
"Harrison",2018,"White",NA
"Hays",2018,"Hispanic",NA
"Hays",2018,"Black",0
"Hays",2018,"Other",0
"Hays",2018,"White",NA
"Henderson",2018,"Hispanic",NA
"Henderson",2018,"Black",NA
"Henderson",2018,"Other",0
"Henderson",2018,"White",NA
"Hidalgo",2018,"Hispanic",62
"Hidalgo",2018,"Black",0
"Hidalgo",2018,"Other",0
"Hidalgo",2018,"White",NA
"Hill",2018,"Hispanic",NA
"Hill",2018,"Black",0
"Hill",2018,"Other",0
"Hill",2018,"White",0
"Hockley",2018,"Hispanic",NA
"Hockley",2018,"Black",0
"Hockley",2018,"Other",0
"Hockley",2018,"White",NA
"Hood",2018,"Hispanic",0
"Hood",2018,"Black",0
"Hood",2018,"Other",0
"Hood",2018,"White",NA
"Hopkins",2018,"Hispanic",NA
"Hopkins",2018,"Black",0
"Hopkins",2018,"Other",0
"Hopkins",2018,"White",NA
"Houston",2018,"Hispanic",0
"Houston",2018,"Black",0
"Houston",2018,"Other",0
"Houston",2018,"White",NA
"Howard",2018,"Hispanic",NA
"Howard",2018,"Black",NA
"Howard",2018,"Other",0
"Howard",2018,"White",0
"Hunt",2018,"Hispanic",0
"Hunt",2018,"Black",NA
"Hunt",2018,"Other",0
"Hunt",2018,"White",NA
"Jack",2018,"Hispanic",0
"Jack",2018,"Black",0
"Jack",2018,"Other",0
"Jack",2018,"White",NA
"Jasper",2018,"Hispanic",NA
"Jasper",2018,"Black",0
"Jasper",2018,"Other",0
"Jasper",2018,"White",NA
"Jefferson",2018,"Hispanic",NA
"Jefferson",2018,"Black",16
"Jefferson",2018,"Other",0
"Jefferson",2018,"White",11
"Jim Wells",2018,"Hispanic",NA
"Jim Wells",2018,"Black",0
"Jim Wells",2018,"Other",0
"Jim Wells",2018,"White",0
"Johnson",2018,"Hispanic",NA
"Johnson",2018,"Black",0
"Johnson",2018,"Other",NA
"Johnson",2018,"White",12
"Jones",2018,"Hispanic",0
"Jones",2018,"Black",0
"Jones",2018,"Other",0
"Jones",2018,"White",NA
"Karnes",2018,"Hispanic",NA
"Karnes",2018,"Black",0
"Karnes",2018,"Other",0
"Karnes",2018,"White",0
"Kaufman",2018,"Hispanic",NA
"Kaufman",2018,"Black",NA
"Kaufman",2018,"Other",0
"Kaufman",2018,"White",NA
"Kendall",2018,"Hispanic",NA
"Kendall",2018,"Black",0
"Kendall",2018,"Other",0
"Kendall",2018,"White",0
"Kerr",2018,"Hispanic",0
"Kerr",2018,"Black",NA
"Kerr",2018,"Other",0
"Kerr",2018,"White",NA
"Kleberg",2018,"Hispanic",NA
"Kleberg",2018,"Black",0
"Kleberg",2018,"Other",0
"Kleberg",2018,"White",0
"Knox",2018,"Hispanic",0
"Knox",2018,"Black",0
"Knox",2018,"Other",0
"Knox",2018,"White",NA
"La Salle",2018,"Hispanic",NA
"La Salle",2018,"Black",0
"La Salle",2018,"Other",0
"La Salle",2018,"White",0
"Lamar",2018,"Hispanic",0
"Lamar",2018,"Black",0
"Lamar",2018,"Other",NA
"Lamar",2018,"White",NA
"Lavaca",2018,"Hispanic",0
"Lavaca",2018,"Black",NA
"Lavaca",2018,"Other",0
"Lavaca",2018,"White",0
"Liberty",2018,"Hispanic",NA
"Liberty",2018,"Black",NA
"Liberty",2018,"Other",0
"Liberty",2018,"White",NA
"Limestone",2018,"Hispanic",0
"Limestone",2018,"Black",0
"Limestone",2018,"Other",0
"Limestone",2018,"White",NA
"Llano",2018,"Hispanic",0
"Llano",2018,"Black",0
"Llano",2018,"Other",0
"Llano",2018,"White",NA
"Lubbock",2018,"Hispanic",13
"Lubbock",2018,"Black",NA
"Lubbock",2018,"Other",NA
"Lubbock",2018,"White",NA
"Madison",2018,"Hispanic",NA
"Madison",2018,"Black",0
"Madison",2018,"Other",0
"Madison",2018,"White",NA
"Martin",2018,"Hispanic",0
"Martin",2018,"Black",0
"Martin",2018,"Other",0
"Martin",2018,"White",NA
"Matagorda",2018,"Hispanic",0
"Matagorda",2018,"Black",NA
"Matagorda",2018,"Other",0
"Matagorda",2018,"White",NA
"Maverick",2018,"Hispanic",NA
"Maverick",2018,"Black",0
"Maverick",2018,"Other",NA
"Maverick",2018,"White",0
"Mclennan",2018,"Hispanic",11
"Mclennan",2018,"Black",NA
"Mclennan",2018,"Other",0
"Mclennan",2018,"White",NA
"Midland",2018,"Hispanic",NA
"Midland",2018,"Black",0
"Midland",2018,"Other",NA
"Midland",2018,"White",NA
"Milam",2018,"Hispanic",NA
"Milam",2018,"Black",0
"Milam",2018,"Other",0
"Milam",2018,"White",0
"Montgomery",2018,"Hispanic",11
"Montgomery",2018,"Black",NA
"Montgomery",2018,"Other",0
"Montgomery",2018,"White",21
"Moore",2018,"Hispanic",NA
"Moore",2018,"Black",0
"Moore",2018,"Other",0
"Moore",2018,"White",0
"Morris",2018,"Hispanic",0
"Morris",2018,"Black",NA
"Morris",2018,"Other",0
"Morris",2018,"White",NA
"Motley",2018,"Hispanic",NA
"Motley",2018,"Black",0
"Motley",2018,"Other",0
"Motley",2018,"White",0
"Nacogdoches",2018,"Hispanic",NA
"Nacogdoches",2018,"Black",NA
"Nacogdoches",2018,"Other",0
"Nacogdoches",2018,"White",0
"Navarro",2018,"Hispanic",NA
"Navarro",2018,"Black",0
"Navarro",2018,"Other",0
"Navarro",2018,"White",NA
"Nolan",2018,"Hispanic",0
"Nolan",2018,"Black",NA
"Nolan",2018,"Other",0
"Nolan",2018,"White",0
"Nueces",2018,"Hispanic",21
"Nueces",2018,"Black",NA
"Nueces",2018,"Other",NA
"Nueces",2018,"White",NA
"Ochiltree",2018,"Hispanic",NA
"Ochiltree",2018,"Black",0
"Ochiltree",2018,"Other",0
"Ochiltree",2018,"White",0
"Orange",2018,"Hispanic",0
"Orange",2018,"Black",0
"Orange",2018,"Other",0
"Orange",2018,"White",NA
"Palo Pinto",2018,"Hispanic",0
"Palo Pinto",2018,"Black",0
"Palo Pinto",2018,"Other",0
"Palo Pinto",2018,"White",NA
"Panola",2018,"Hispanic",0
"Panola",2018,"Black",0
"Panola",2018,"Other",0
"Panola",2018,"White",NA
"Parker",2018,"Hispanic",NA
"Parker",2018,"Black",0
"Parker",2018,"Other",NA
"Parker",2018,"White",NA
"Parmer",2018,"Hispanic",NA
"Parmer",2018,"Black",0
"Parmer",2018,"Other",0
"Parmer",2018,"White",NA
"Pecos",2018,"Hispanic",NA
"Pecos",2018,"Black",0
"Pecos",2018,"Other",0
"Pecos",2018,"White",0
"Polk",2018,"Hispanic",0
"Polk",2018,"Black",0
"Polk",2018,"Other",0
"Polk",2018,"White",NA
"Potter",2018,"Hispanic",0
"Potter",2018,"Black",NA
"Potter",2018,"Other",NA
"Potter",2018,"White",NA
"Randall",2018,"Hispanic",NA
"Randall",2018,"Black",NA
"Randall",2018,"Other",NA
"Randall",2018,"White",NA
"Red River",2018,"Hispanic",0
"Red River",2018,"Black",0
"Red River",2018,"Other",0
"Red River",2018,"White",NA
"Robertson",2018,"Hispanic",NA
"Robertson",2018,"Black",0
"Robertson",2018,"Other",0
"Robertson",2018,"White",0
"Rockwall",2018,"Hispanic",NA
"Rockwall",2018,"Black",NA
"Rockwall",2018,"Other",0
"Rockwall",2018,"White",NA
"Rusk",2018,"Hispanic",0
"Rusk",2018,"Black",0
"Rusk",2018,"Other",0
"Rusk",2018,"White",NA
"Sabine",2018,"Hispanic",0
"Sabine",2018,"Black",0
"Sabine",2018,"Other",0
"Sabine",2018,"White",NA
"San Jacinto",2018,"Hispanic",0
"San Jacinto",2018,"Black",NA
"San Jacinto",2018,"Other",0
"San Jacinto",2018,"White",0
"San Patricio",2018,"Hispanic",NA
"San Patricio",2018,"Black",0
"San Patricio",2018,"Other",0
"San Patricio",2018,"White",NA
"San Saba",2018,"Hispanic",NA
"San Saba",2018,"Black",0
"San Saba",2018,"Other",0
"San Saba",2018,"White",0
"Smith",2018,"Hispanic",NA
"Smith",2018,"Black",NA
"Smith",2018,"Other",0
"Smith",2018,"White",NA
"Somervell",2018,"Hispanic",NA
"Somervell",2018,"Black",0
"Somervell",2018,"Other",0
"Somervell",2018,"White",0
"Starr",2018,"Hispanic",NA
"Starr",2018,"Black",0
"Starr",2018,"Other",0
"Starr",2018,"White",0
"Swisher",2018,"Hispanic",NA
"Swisher",2018,"Black",0
"Swisher",2018,"Other",0
"Swisher",2018,"White",0
"Tarrant",2018,"Hispanic",54
"Tarrant",2018,"Black",58
"Tarrant",2018,"Other",14
"Tarrant",2018,"White",48
"Taylor",2018,"Hispanic",NA
"Taylor",2018,"Black",0
"Taylor",2018,"Other",0
"Taylor",2018,"White",NA
"Terry",2018,"Hispanic",NA
"Terry",2018,"Black",0
"Terry",2018,"Other",0
"Terry",2018,"White",0
"Titus",2018,"Hispanic",0
"Titus",2018,"Black",NA
"Titus",2018,"Other",0
"Titus",2018,"White",NA
"Tom Green",2018,"Hispanic",NA
"Tom Green",2018,"Black",0
"Tom Green",2018,"Other",NA
"Tom Green",2018,"White",NA
"Travis",2018,"Hispanic",27
"Travis",2018,"Black",10
"Travis",2018,"Other",NA
"Travis",2018,"White",NA
"Trinity",2018,"Hispanic",0
"Trinity",2018,"Black",NA
"Trinity",2018,"Other",0
"Trinity",2018,"White",0
"Tyler",2018,"Hispanic",0
"Tyler",2018,"Black",0
"Tyler",2018,"Other",0
"Tyler",2018,"White",NA
"Upshur",2018,"Hispanic",0
"Upshur",2018,"Black",0
"Upshur",2018,"Other",0
"Upshur",2018,"White",NA
"Val Verde",2018,"Hispanic",NA
"Val Verde",2018,"Black",0
"Val Verde",2018,"Other",0
"Val Verde",2018,"White",NA
"Van Zandt",2018,"Hispanic",NA
"Van Zandt",2018,"Black",0
"Van Zandt",2018,"Other",0
"Van Zandt",2018,"White",NA
"Victoria",2018,"Hispanic",NA
"Victoria",2018,"Black",NA
"Victoria",2018,"Other",0
"Victoria",2018,"White",NA
"Walker",2018,"Hispanic",0
"Walker",2018,"Black",NA
"Walker",2018,"Other",0
"Walker",2018,"White",NA
"Waller",2018,"Hispanic",NA
"Waller",2018,"Black",0
"Waller",2018,"Other",0
"Waller",2018,"White",NA
"Ward",2018,"Hispanic",0
"Ward",2018,"Black",0
"Ward",2018,"Other",0
"Ward",2018,"White",NA
"Washington",2018,"Hispanic",NA
"Washington",2018,"Black",0
"Washington",2018,"Other",0
"Washington",2018,"White",0
"Webb",2018,"Hispanic",17
"Webb",2018,"Black",0
"Webb",2018,"Other",0
"Webb",2018,"White",NA
"Wharton",2018,"Hispanic",0
"Wharton",2018,"Black",NA
"Wharton",2018,"Other",NA
"Wharton",2018,"White",NA
"Wheeler",2018,"Hispanic",NA
"Wheeler",2018,"Black",0
"Wheeler",2018,"Other",0
"Wheeler",2018,"White",0
"Wichita",2018,"Hispanic",NA
"Wichita",2018,"Black",NA
"Wichita",2018,"Other",0
"Wichita",2018,"White",NA
"Wilbarger",2018,"Hispanic",NA
"Wilbarger",2018,"Black",0
"Wilbarger",2018,"Other",NA
"Wilbarger",2018,"White",0
"Willacy",2018,"Hispanic",NA
"Willacy",2018,"Black",0
"Willacy",2018,"Other",0
"Willacy",2018,"White",0
"Williamson",2018,"Hispanic",NA
"Williamson",2018,"Black",NA
"Williamson",2018,"Other",NA
"Williamson",2018,"White",11
"Wilson",2018,"Hispanic",0
"Wilson",2018,"Black",0
"Wilson",2018,"Other",0
"Wilson",2018,"White",NA
"Winkler",2018,"Hispanic",NA
"Winkler",2018,"Black",0
"Winkler",2018,"Other",0
"Winkler",2018,"White",0
"Wise",2018,"Hispanic",NA
"Wise",2018,"Black",0
"Wise",2018,"Other",0
"Wise",2018,"White",NA
"Wood",2018,"Hispanic",0
"Wood",2018,"Black",0
"Wood",2018,"Other",0
"Wood",2018,"White",NA
"Young",2018,"Hispanic",0
"Young",2018,"Black",0
"Young",2018,"Other",0
"Young",2018,"White",NA
"Zapata",2018,"Hispanic",0
"Zapata",2018,"Black",0
"Zapata",2018,"Other",NA
"Zapata",2018,"White",0
"Zavala",2018,"Hispanic",NA
"Zavala",2018,"Black",0
"Zavala",2018,"Other",0
"Zavala",2018,"White",0
"Anderson",2017,"Hispanic",0
"Anderson",2017,"Black",NA
"Anderson",2017,"Other",0
"Anderson",2017,"White",NA
"Andrews",2017,"Hispanic",NA
"Andrews",2017,"Black",0
"Andrews",2017,"Other",0
"Andrews",2017,"White",0
"Angelina",2017,"Hispanic",0
"Angelina",2017,"Black",NA
"Angelina",2017,"Other",0
"Angelina",2017,"White",NA
"Atascosa",2017,"Hispanic",NA
"Atascosa",2017,"Black",0
"Atascosa",2017,"Other",0
"Atascosa",2017,"White",NA
"Austin",2017,"Hispanic",NA
"Austin",2017,"Black",0
"Austin",2017,"Other",0
"Austin",2017,"White",0
"Bandera",2017,"Hispanic",0
"Bandera",2017,"Black",0
"Bandera",2017,"Other",0
"Bandera",2017,"White",NA
"Bastrop",2017,"Hispanic",NA
"Bastrop",2017,"Black",NA
"Bastrop",2017,"Other",NA
"Bastrop",2017,"White",NA
"Bee",2017,"Hispanic",NA
"Bee",2017,"Black",0
"Bee",2017,"Other",0
"Bee",2017,"White",0
"Bell",2017,"Hispanic",NA
"Bell",2017,"Black",16
"Bell",2017,"Other",NA
"Bell",2017,"White",18
"Bexar",2017,"Hispanic",128
"Bexar",2017,"Black",14
"Bexar",2017,"Other",NA
"Bexar",2017,"White",31
"Bosque",2017,"Hispanic",0
"Bosque",2017,"Black",0
"Bosque",2017,"Other",0
"Bosque",2017,"White",NA
"Bowie",2017,"Hispanic",0
"Bowie",2017,"Black",NA
"Bowie",2017,"Other",0
"Bowie",2017,"White",NA
"Brazoria",2017,"Hispanic",NA
"Brazoria",2017,"Black",NA
"Brazoria",2017,"Other",NA
"Brazoria",2017,"White",NA
"Brazos",2017,"Hispanic",NA
"Brazos",2017,"Black",NA
"Brazos",2017,"Other",NA
"Brazos",2017,"White",NA
"Brewster",2017,"Hispanic",NA
"Brewster",2017,"Black",0
"Brewster",2017,"Other",0
"Brewster",2017,"White",0
"Brown",2017,"Hispanic",0
"Brown",2017,"Black",0
"Brown",2017,"Other",0
"Brown",2017,"White",NA
"Burnet",2017,"Hispanic",0
"Burnet",2017,"Black",0
"Burnet",2017,"Other",0
"Burnet",2017,"White",NA
"Caldwell",2017,"Hispanic",NA
"Caldwell",2017,"Black",0
"Caldwell",2017,"Other",0
"Caldwell",2017,"White",NA
"Calhoun",2017,"Hispanic",NA
"Calhoun",2017,"Black",0
"Calhoun",2017,"Other",0
"Calhoun",2017,"White",0
"Callahan",2017,"Hispanic",0
"Callahan",2017,"Black",0
"Callahan",2017,"Other",0
"Callahan",2017,"White",NA
"Cameron",2017,"Hispanic",34
"Cameron",2017,"Black",0
"Cameron",2017,"Other",0
"Cameron",2017,"White",0
"Cass",2017,"Hispanic",0
"Cass",2017,"Black",0
"Cass",2017,"Other",NA
"Cass",2017,"White",NA
"Castro",2017,"Hispanic",NA
"Castro",2017,"Black",0
"Castro",2017,"Other",0
"Castro",2017,"White",NA
"Chambers",2017,"Hispanic",NA
"Chambers",2017,"Black",NA
"Chambers",2017,"Other",NA
"Chambers",2017,"White",NA
"Cherokee",2017,"Hispanic",NA
"Cherokee",2017,"Black",0
"Cherokee",2017,"Other",NA
"Cherokee",2017,"White",NA
"Childress",2017,"Hispanic",0
"Childress",2017,"Black",0
"Childress",2017,"Other",NA
"Childress",2017,"White",0
"Cochran",2017,"Hispanic",NA
"Cochran",2017,"Black",0
"Cochran",2017,"Other",0
"Cochran",2017,"White",0
"Collin",2017,"Hispanic",10
"Collin",2017,"Black",12
"Collin",2017,"Other",10
"Collin",2017,"White",22
"Colorado",2017,"Hispanic",NA
"Colorado",2017,"Black",0
"Colorado",2017,"Other",0
"Colorado",2017,"White",NA
"Comal",2017,"Hispanic",NA
"Comal",2017,"Black",NA
"Comal",2017,"Other",0
"Comal",2017,"White",NA
"Coryell",2017,"Hispanic",NA
"Coryell",2017,"Black",0
"Coryell",2017,"Other",0
"Coryell",2017,"White",NA
"Crosby",2017,"Hispanic",NA
"Crosby",2017,"Black",0
"Crosby",2017,"Other",0
"Crosby",2017,"White",0
"Dallam",2017,"Hispanic",NA
"Dallam",2017,"Black",0
"Dallam",2017,"Other",0
"Dallam",2017,"White",NA
"Dallas",2017,"Hispanic",108
"Dallas",2017,"Black",92
"Dallas",2017,"Other",21
"Dallas",2017,"White",40
"Dawson",2017,"Hispanic",NA
"Dawson",2017,"Black",0
"Dawson",2017,"Other",0
"Dawson",2017,"White",0
"Denton",2017,"Hispanic",14
"Denton",2017,"Black",NA
"Denton",2017,"Other",NA
"Denton",2017,"White",20
"Duval",2017,"Hispanic",NA
"Duval",2017,"Black",0
"Duval",2017,"Other",0
"Duval",2017,"White",0
"Eastland",2017,"Hispanic",0
"Eastland",2017,"Black",0
"Eastland",2017,"Other",0
"Eastland",2017,"White",NA
"Ector",2017,"Hispanic",NA
"Ector",2017,"Black",NA
"Ector",2017,"Other",NA
"Ector",2017,"White",NA
"El Paso",2017,"Hispanic",51
"El Paso",2017,"Black",NA
"El Paso",2017,"Other",0
"El Paso",2017,"White",NA
"Ellis",2017,"Hispanic",NA
"Ellis",2017,"Black",NA
"Ellis",2017,"Other",0
"Ellis",2017,"White",NA
"Erath",2017,"Hispanic",0
"Erath",2017,"Black",0
"Erath",2017,"Other",0
"Erath",2017,"White",NA
"Fannin",2017,"Hispanic",0
"Fannin",2017,"Black",NA
"Fannin",2017,"Other",NA
"Fannin",2017,"White",NA
"Fayette",2017,"Hispanic",0
"Fayette",2017,"Black",0
"Fayette",2017,"Other",0
"Fayette",2017,"White",NA
"Fort Bend",2017,"Hispanic",12
"Fort Bend",2017,"Black",NA
"Fort Bend",2017,"Other",NA
"Fort Bend",2017,"White",NA
"Franklin",2017,"Hispanic",0
"Franklin",2017,"Black",0
"Franklin",2017,"Other",0
"Franklin",2017,"White",NA
"Freestone",2017,"Hispanic",0
"Freestone",2017,"Black",NA
"Freestone",2017,"Other",0
"Freestone",2017,"White",0
"Frio",2017,"Hispanic",NA
"Frio",2017,"Black",0
"Frio",2017,"Other",0
"Frio",2017,"White",0
"Gaines",2017,"Hispanic",0
"Gaines",2017,"Black",0
"Gaines",2017,"Other",0
"Gaines",2017,"White",NA
"Galveston",2017,"Hispanic",NA
"Galveston",2017,"Black",NA
"Galveston",2017,"Other",0
"Galveston",2017,"White",NA
"Gonzales",2017,"Hispanic",NA
"Gonzales",2017,"Black",0
"Gonzales",2017,"Other",0
"Gonzales",2017,"White",0
"Gray",2017,"Hispanic",0
"Gray",2017,"Black",0
"Gray",2017,"Other",0
"Gray",2017,"White",NA
"Grayson",2017,"Hispanic",NA
"Grayson",2017,"Black",NA
"Grayson",2017,"Other",0
"Grayson",2017,"White",NA
"Gregg",2017,"Hispanic",NA
"Gregg",2017,"Black",NA
"Gregg",2017,"Other",0
"Gregg",2017,"White",NA
"Grimes",2017,"Hispanic",NA
"Grimes",2017,"Black",0
"Grimes",2017,"Other",0
"Grimes",2017,"White",NA
"Guadalupe",2017,"Hispanic",NA
"Guadalupe",2017,"Black",NA
"Guadalupe",2017,"Other",NA
"Guadalupe",2017,"White",NA
"Hale",2017,"Hispanic",NA
"Hale",2017,"Black",0
"Hale",2017,"Other",0
"Hale",2017,"White",NA
"Hansford",2017,"Hispanic",NA
"Hansford",2017,"Black",0
"Hansford",2017,"Other",0
"Hansford",2017,"White",0
"Hardin",2017,"Hispanic",0
"Hardin",2017,"Black",NA
"Hardin",2017,"Other",0
"Hardin",2017,"White",NA
"Harris",2017,"Hispanic",184
"Harris",2017,"Black",166
"Harris",2017,"Other",20
"Harris",2017,"White",60
"Harrison",2017,"Hispanic",NA
"Harrison",2017,"Black",NA
"Harrison",2017,"Other",0
"Harrison",2017,"White",NA
"Hays",2017,"Hispanic",NA
"Hays",2017,"Black",NA
"Hays",2017,"Other",0
"Hays",2017,"White",NA
"Henderson",2017,"Hispanic",0
"Henderson",2017,"Black",NA
"Henderson",2017,"Other",NA
"Henderson",2017,"White",NA
"Hidalgo",2017,"Hispanic",60
"Hidalgo",2017,"Black",0
"Hidalgo",2017,"Other",NA
"Hidalgo",2017,"White",NA
"Hockley",2017,"Hispanic",NA
"Hockley",2017,"Black",0
"Hockley",2017,"Other",0
"Hockley",2017,"White",NA
"Hood",2017,"Hispanic",0
"Hood",2017,"Black",0
"Hood",2017,"Other",0
"Hood",2017,"White",NA
"Hopkins",2017,"Hispanic",NA
"Hopkins",2017,"Black",0
"Hopkins",2017,"Other",0
"Hopkins",2017,"White",0
"Houston",2017,"Hispanic",0
"Houston",2017,"Black",0
"Houston",2017,"Other",0
"Houston",2017,"White",NA
"Howard",2017,"Hispanic",NA
"Howard",2017,"Black",0
"Howard",2017,"Other",0
"Howard",2017,"White",NA
"Hunt",2017,"Hispanic",NA
"Hunt",2017,"Black",NA
"Hunt",2017,"Other",0
"Hunt",2017,"White",NA
"Hutchinson",2017,"Hispanic",NA
"Hutchinson",2017,"Black",NA
"Hutchinson",2017,"Other",0
"Hutchinson",2017,"White",0
"Jack",2017,"Hispanic",0
"Jack",2017,"Black",0
"Jack",2017,"Other",0
"Jack",2017,"White",NA
"Jasper",2017,"Hispanic",NA
"Jasper",2017,"Black",NA
"Jasper",2017,"Other",0
"Jasper",2017,"White",NA
"Jefferson",2017,"Hispanic",NA
"Jefferson",2017,"Black",17
"Jefferson",2017,"Other",0
"Jefferson",2017,"White",NA
"Jim Wells",2017,"Hispanic",NA
"Jim Wells",2017,"Black",0
"Jim Wells",2017,"Other",0
"Jim Wells",2017,"White",NA
"Johnson",2017,"Hispanic",NA
"Johnson",2017,"Black",0
"Johnson",2017,"Other",0
"Johnson",2017,"White",NA
"Jones",2017,"Hispanic",NA
"Jones",2017,"Black",0
"Jones",2017,"Other",0
"Jones",2017,"White",NA
"Karnes",2017,"Hispanic",NA
"Karnes",2017,"Black",0
"Karnes",2017,"Other",0
"Karnes",2017,"White",0
"Kaufman",2017,"Hispanic",0
"Kaufman",2017,"Black",NA
"Kaufman",2017,"Other",0
"Kaufman",2017,"White",NA
"Kendall",2017,"Hispanic",NA
"Kendall",2017,"Black",0
"Kendall",2017,"Other",0
"Kendall",2017,"White",NA
"Kerr",2017,"Hispanic",NA
"Kerr",2017,"Black",0
"Kerr",2017,"Other",NA
"Kerr",2017,"White",NA
"La Salle",2017,"Hispanic",NA
"La Salle",2017,"Black",0
"La Salle",2017,"Other",0
"La Salle",2017,"White",0
"Lamar",2017,"Hispanic",0
"Lamar",2017,"Black",0
"Lamar",2017,"Other",0
"Lamar",2017,"White",NA
"Lampasas",2017,"Hispanic",NA
"Lampasas",2017,"Black",0
"Lampasas",2017,"Other",0
"Lampasas",2017,"White",0
"Lavaca",2017,"Hispanic",0
"Lavaca",2017,"Black",0
"Lavaca",2017,"Other",0
"Lavaca",2017,"White",NA
"Leon",2017,"Hispanic",0
"Leon",2017,"Black",0
"Leon",2017,"Other",0
"Leon",2017,"White",NA
"Liberty",2017,"Hispanic",NA
"Liberty",2017,"Black",NA
"Liberty",2017,"Other",0
"Liberty",2017,"White",NA
"Limestone",2017,"Hispanic",0
"Limestone",2017,"Black",0
"Limestone",2017,"Other",0
