"County","Year","Race","Infant_Deaths"
"Limestone",2017,"White",NA
"Lipscomb",2017,"Hispanic",0
"Lipscomb",2017,"Black",0
"Lipscomb",2017,"Other",0
"Lipscomb",2017,"White",NA
"Live Oak",2017,"Hispanic",NA
"Live Oak",2017,"Black",0
"Live Oak",2017,"Other",0
"Live Oak",2017,"White",0
"Lubbock",2017,"Hispanic",NA
"Lubbock",2017,"Black",NA
"Lubbock",2017,"Other",0
"Lubbock",2017,"White",NA
"Martin",2017,"Hispanic",NA
"Martin",2017,"Black",0
"Martin",2017,"Other",0
"Martin",2017,"White",0
"Matagorda",2017,"Hispanic",0
"Matagorda",2017,"Black",0
"Matagorda",2017,"Other",0
"Matagorda",2017,"White",NA
"Maverick",2017,"Hispanic",NA
"Maverick",2017,"Black",0
"Maverick",2017,"Other",NA
"Maverick",2017,"White",0
"Mclennan",2017,"Hispanic",NA
"Mclennan",2017,"Black",NA
"Mclennan",2017,"Other",NA
"Mclennan",2017,"White",NA
"Medina",2017,"Hispanic",NA
"Medina",2017,"Black",0
"Medina",2017,"Other",NA
"Medina",2017,"White",NA
"Menard",2017,"Hispanic",NA
"Menard",2017,"Black",0
"Menard",2017,"Other",0
"Menard",2017,"White",0
"Midland",2017,"Hispanic",NA
"Midland",2017,"Black",NA
"Midland",2017,"Other",0
"Midland",2017,"White",NA
"Milam",2017,"Hispanic",0
"Milam",2017,"Black",NA
"Milam",2017,"Other",0
"Milam",2017,"White",NA
"Mitchell",2017,"Hispanic",0
"Mitchell",2017,"Black",0
"Mitchell",2017,"Other",0
"Mitchell",2017,"White",NA
"Montague",2017,"Hispanic",0
"Montague",2017,"Black",0
"Montague",2017,"Other",0
"Montague",2017,"White",NA
"Montgomery",2017,"Hispanic",NA
"Montgomery",2017,"Black",0
"Montgomery",2017,"Other",NA
"Montgomery",2017,"White",15
"Moore",2017,"Hispanic",0
"Moore",2017,"Black",NA
"Moore",2017,"Other",0
"Moore",2017,"White",0
"Morris",2017,"Hispanic",NA
"Morris",2017,"Black",NA
"Morris",2017,"Other",NA
"Morris",2017,"White",0
"Nacogdoches",2017,"Hispanic",NA
"Nacogdoches",2017,"Black",0
"Nacogdoches",2017,"Other",0
"Nacogdoches",2017,"White",0
"Navarro",2017,"Hispanic",NA
"Navarro",2017,"Black",NA
"Navarro",2017,"Other",0
"Navarro",2017,"White",NA
"Newton",2017,"Hispanic",0
"Newton",2017,"Black",0
"Newton",2017,"Other",0
"Newton",2017,"White",NA
"Nueces",2017,"Hispanic",10
"Nueces",2017,"Black",NA
"Nueces",2017,"Other",NA
"Nueces",2017,"White",NA
"Ochiltree",2017,"Hispanic",0
"Ochiltree",2017,"Black",0
"Ochiltree",2017,"Other",0
"Ochiltree",2017,"White",NA
"Orange",2017,"Hispanic",NA
"Orange",2017,"Black",NA
"Orange",2017,"Other",0
"Orange",2017,"White",NA
"Palo Pinto",2017,"Hispanic",0
"Palo Pinto",2017,"Black",0
"Palo Pinto",2017,"Other",0
"Palo Pinto",2017,"White",NA
"Panola",2017,"Hispanic",NA
"Panola",2017,"Black",0
"Panola",2017,"Other",NA
"Panola",2017,"White",0
"Parker",2017,"Hispanic",NA
"Parker",2017,"Black",NA
"Parker",2017,"Other",0
"Parker",2017,"White",NA
"Parmer",2017,"Hispanic",NA
"Parmer",2017,"Black",0
"Parmer",2017,"Other",0
"Parmer",2017,"White",0
"Polk",2017,"Hispanic",NA
"Polk",2017,"Black",0
"Polk",2017,"Other",0
"Polk",2017,"White",NA
"Potter",2017,"Hispanic",NA
"Potter",2017,"Black",NA
"Potter",2017,"Other",0
"Potter",2017,"White",NA
"Rains",2017,"Hispanic",0
"Rains",2017,"Black",0
"Rains",2017,"Other",0
"Rains",2017,"White",NA
"Randall",2017,"Hispanic",NA
"Randall",2017,"Black",NA
"Randall",2017,"Other",NA
"Randall",2017,"White",NA
"Red River",2017,"Hispanic",0
"Red River",2017,"Black",NA
"Red River",2017,"Other",0
"Red River",2017,"White",NA
"Reeves",2017,"Hispanic",0
"Reeves",2017,"Black",0
"Reeves",2017,"Other",0
"Reeves",2017,"White",NA
"Robertson",2017,"Hispanic",NA
"Robertson",2017,"Black",NA
"Robertson",2017,"Other",0
"Robertson",2017,"White",NA
"Rockwall",2017,"Hispanic",NA
"Rockwall",2017,"Black",0
"Rockwall",2017,"Other",0
"Rockwall",2017,"White",NA
"Rusk",2017,"Hispanic",NA
"Rusk",2017,"Black",NA
"Rusk",2017,"Other",0
"Rusk",2017,"White",NA
"San Augustine",2017,"Hispanic",0
"San Augustine",2017,"Black",NA
"San Augustine",2017,"Other",0
"San Augustine",2017,"White",0
"San Jacinto",2017,"Hispanic",NA
"San Jacinto",2017,"Black",0
"San Jacinto",2017,"Other",0
"San Jacinto",2017,"White",NA
"San Patricio",2017,"Hispanic",NA
"San Patricio",2017,"Black",0
"San Patricio",2017,"Other",0
"San Patricio",2017,"White",NA
"Shelby",2017,"Hispanic",NA
"Shelby",2017,"Black",0
"Shelby",2017,"Other",0
"Shelby",2017,"White",NA
"Sherman",2017,"Hispanic",0
"Sherman",2017,"Black",0
"Sherman",2017,"Other",0
"Sherman",2017,"White",NA
"Smith",2017,"Hispanic",NA
"Smith",2017,"Black",14
"Smith",2017,"Other",0
"Smith",2017,"White",NA
"Somervell",2017,"Hispanic",0
"Somervell",2017,"Black",0
"Somervell",2017,"Other",0
"Somervell",2017,"White",NA
"Starr",2017,"Hispanic",NA
"Starr",2017,"Black",0
"Starr",2017,"Other",0
"Starr",2017,"White",0
"Stephens",2017,"Hispanic",NA
"Stephens",2017,"Black",0
"Stephens",2017,"Other",0
"Stephens",2017,"White",NA
"Swisher",2017,"Hispanic",0
"Swisher",2017,"Black",NA
"Swisher",2017,"Other",0
"Swisher",2017,"White",0
"Tarrant",2017,"Hispanic",64
"Tarrant",2017,"Black",49
"Tarrant",2017,"Other",13
"Tarrant",2017,"White",55
"Taylor",2017,"Hispanic",NA
"Taylor",2017,"Black",NA
"Taylor",2017,"Other",0
"Taylor",2017,"White",NA
"Terrell",2017,"Hispanic",NA
"Terrell",2017,"Black",0
"Terrell",2017,"Other",0
"Terrell",2017,"White",0
"Titus",2017,"Hispanic",NA
"Titus",2017,"Black",0
"Titus",2017,"Other",0
"Titus",2017,"White",NA
"Tom Green",2017,"Hispanic",NA
"Tom Green",2017,"Black",NA
"Tom Green",2017,"Other",0
"Tom Green",2017,"White",NA
"Travis",2017,"Hispanic",32
"Travis",2017,"Black",NA
"Travis",2017,"Other",NA
"Travis",2017,"White",18
"Tyler",2017,"Hispanic",0
"Tyler",2017,"Black",NA
"Tyler",2017,"Other",0
"Tyler",2017,"White",NA
"Upshur",2017,"Hispanic",NA
"Upshur",2017,"Black",NA
"Upshur",2017,"Other",0
"Upshur",2017,"White",NA
"Uvalde",2017,"Hispanic",NA
"Uvalde",2017,"Black",0
"Uvalde",2017,"Other",0
"Uvalde",2017,"White",0
"Val Verde",2017,"Hispanic",NA
"Val Verde",2017,"Black",0
"Val Verde",2017,"Other",0
"Val Verde",2017,"White",0
"Van Zandt",2017,"Hispanic",NA
"Van Zandt",2017,"Black",0
"Van Zandt",2017,"Other",0
"Van Zandt",2017,"White",NA
"Victoria",2017,"Hispanic",NA
"Victoria",2017,"Black",0
"Victoria",2017,"Other",0
"Victoria",2017,"White",0
"Walker",2017,"Hispanic",0
"Walker",2017,"Black",0
"Walker",2017,"Other",0
"Walker",2017,"White",NA
"Waller",2017,"Hispanic",NA
"Waller",2017,"Black",0
"Waller",2017,"Other",0
"Waller",2017,"White",0
"Ward",2017,"Hispanic",0
"Ward",2017,"Black",0
"Ward",2017,"Other",0
"Ward",2017,"White",NA
"Washington",2017,"Hispanic",0
"Washington",2017,"Black",NA
"Washington",2017,"Other",0
"Washington",2017,"White",0
"Webb",2017,"Hispanic",28
"Webb",2017,"Black",0
"Webb",2017,"Other",0
"Webb",2017,"White",0
"Wharton",2017,"Hispanic",NA
"Wharton",2017,"Black",0
"Wharton",2017,"Other",0
"Wharton",2017,"White",0
"Wheeler",2017,"Hispanic",0
"Wheeler",2017,"Black",0
"Wheeler",2017,"Other",0
"Wheeler",2017,"White",NA
"Wichita",2017,"Hispanic",NA
"Wichita",2017,"Black",NA
"Wichita",2017,"Other",NA
"Wichita",2017,"White",NA
"Wilbarger",2017,"Hispanic",0
"Wilbarger",2017,"Black",0
"Wilbarger",2017,"Other",0
"Wilbarger",2017,"White",NA
"Willacy",2017,"Hispanic",NA
"Willacy",2017,"Black",0
"Willacy",2017,"Other",0
"Willacy",2017,"White",0
"Williamson",2017,"Hispanic",NA
"Williamson",2017,"Black",NA
"Williamson",2017,"Other",NA
"Williamson",2017,"White",15
"Wilson",2017,"Hispanic",NA
"Wilson",2017,"Black",0
"Wilson",2017,"Other",0
"Wilson",2017,"White",0
"Winkler",2017,"Hispanic",0
"Winkler",2017,"Black",0
"Winkler",2017,"Other",0
"Winkler",2017,"White",NA
"Wise",2017,"Hispanic",0
"Wise",2017,"Black",NA
"Wise",2017,"Other",NA
"Wise",2017,"White",NA
"Wood",2017,"Hispanic",0
"Wood",2017,"Black",0
"Wood",2017,"Other",0
"Wood",2017,"White",NA
"Anderson",2016,"Hispanic",0
"Anderson",2016,"Black",0
"Anderson",2016,"Other",0
"Anderson",2016,"White",NA
"Andrews",2016,"Hispanic",NA
"Andrews",2016,"Black",0
"Andrews",2016,"Other",0
"Andrews",2016,"White",NA
"Angelina",2016,"Hispanic",NA
"Angelina",2016,"Black",NA
"Angelina",2016,"Other",NA
"Angelina",2016,"White",NA
"Archer",2016,"Hispanic",0
"Archer",2016,"Black",0
"Archer",2016,"Other",0
"Archer",2016,"White",NA
"Atascosa",2016,"Hispanic",NA
"Atascosa",2016,"Black",0
"Atascosa",2016,"Other",0
"Atascosa",2016,"White",0
"Bailey",2016,"Hispanic",NA
"Bailey",2016,"Black",0
"Bailey",2016,"Other",0
"Bailey",2016,"White",0
"Bandera",2016,"Hispanic",0
"Bandera",2016,"Black",0
"Bandera",2016,"Other",0
"Bandera",2016,"White",NA
"Bastrop",2016,"Hispanic",NA
"Bastrop",2016,"Black",0
"Bastrop",2016,"Other",0
"Bastrop",2016,"White",NA
"Bee",2016,"Hispanic",NA
"Bee",2016,"Black",0
"Bee",2016,"Other",0
"Bee",2016,"White",0
"Bell",2016,"Hispanic",12
"Bell",2016,"Black",16
"Bell",2016,"Other",NA
"Bell",2016,"White",10
"Bexar",2016,"Hispanic",112
"Bexar",2016,"Black",22
"Bexar",2016,"Other",NA
"Bexar",2016,"White",39
"Blanco",2016,"Hispanic",0
"Blanco",2016,"Black",0
"Blanco",2016,"Other",0
"Blanco",2016,"White",NA
"Bosque",2016,"Hispanic",0
"Bosque",2016,"Black",0
"Bosque",2016,"Other",0
"Bosque",2016,"White",NA
"Bowie",2016,"Hispanic",0
"Bowie",2016,"Black",NA
"Bowie",2016,"Other",0
"Bowie",2016,"White",NA
"Brazoria",2016,"Hispanic",NA
"Brazoria",2016,"Black",NA
"Brazoria",2016,"Other",NA
"Brazoria",2016,"White",10
"Brazos",2016,"Hispanic",NA
"Brazos",2016,"Black",NA
"Brazos",2016,"Other",NA
"Brazos",2016,"White",NA
"Brooks",2016,"Hispanic",NA
"Brooks",2016,"Black",0
"Brooks",2016,"Other",0
"Brooks",2016,"White",0
"Brown",2016,"Hispanic",NA
"Brown",2016,"Black",0
"Brown",2016,"Other",0
"Brown",2016,"White",NA
"Burleson",2016,"Hispanic",0
"Burleson",2016,"Black",0
"Burleson",2016,"Other",0
"Burleson",2016,"White",NA
"Burnet",2016,"Hispanic",0
"Burnet",2016,"Black",0
"Burnet",2016,"Other",0
"Burnet",2016,"White",NA
"Caldwell",2016,"Hispanic",NA
"Caldwell",2016,"Black",0
"Caldwell",2016,"Other",0
"Caldwell",2016,"White",NA
"Calhoun",2016,"Hispanic",0
"Calhoun",2016,"Black",0
"Calhoun",2016,"Other",NA
"Calhoun",2016,"White",0
"Callahan",2016,"Hispanic",NA
"Callahan",2016,"Black",0
"Callahan",2016,"Other",0
"Callahan",2016,"White",NA
"Cameron",2016,"Hispanic",36
"Cameron",2016,"Black",0
"Cameron",2016,"Other",0
"Cameron",2016,"White",NA
"Camp",2016,"Hispanic",0
"Camp",2016,"Black",0
"Camp",2016,"Other",0
"Camp",2016,"White",NA
"Chambers",2016,"Hispanic",0
"Chambers",2016,"Black",0
"Chambers",2016,"Other",0
"Chambers",2016,"White",NA
"Cherokee",2016,"Hispanic",NA
"Cherokee",2016,"Black",NA
"Cherokee",2016,"Other",0
"Cherokee",2016,"White",NA
"Childress",2016,"Hispanic",0
"Childress",2016,"Black",NA
"Childress",2016,"Other",0
"Childress",2016,"White",NA
"Cochran",2016,"Hispanic",0
"Cochran",2016,"Black",0
"Cochran",2016,"Other",0
"Cochran",2016,"White",NA
"Collin",2016,"Hispanic",NA
"Collin",2016,"Black",10
"Collin",2016,"Other",10
"Collin",2016,"White",22
"Colorado",2016,"Hispanic",0
"Colorado",2016,"Black",NA
"Colorado",2016,"Other",0
"Colorado",2016,"White",0
"Comal",2016,"Hispanic",NA
"Comal",2016,"Black",0
"Comal",2016,"Other",NA
"Comal",2016,"White",NA
"Comanche",2016,"Hispanic",NA
"Comanche",2016,"Black",0
"Comanche",2016,"Other",0
"Comanche",2016,"White",NA
"Cooke",2016,"Hispanic",NA
"Cooke",2016,"Black",0
"Cooke",2016,"Other",0
"Cooke",2016,"White",NA
"Coryell",2016,"Hispanic",NA
"Coryell",2016,"Black",NA
"Coryell",2016,"Other",0
"Coryell",2016,"White",NA
"Crosby",2016,"Hispanic",NA
"Crosby",2016,"Black",0
"Crosby",2016,"Other",0
"Crosby",2016,"White",0
"Dallam",2016,"Hispanic",NA
"Dallam",2016,"Black",0
"Dallam",2016,"Other",0
"Dallam",2016,"White",0
"Dallas",2016,"Hispanic",103
"Dallas",2016,"Black",90
"Dallas",2016,"Other",12
"Dallas",2016,"White",34
"Dawson",2016,"Hispanic",NA
"Dawson",2016,"Black",0
"Dawson",2016,"Other",0
"Dawson",2016,"White",0
"Deaf Smith",2016,"Hispanic",NA
"Deaf Smith",2016,"Black",0
"Deaf Smith",2016,"Other",0
"Deaf Smith",2016,"White",NA
"Denton",2016,"Hispanic",14
"Denton",2016,"Black",NA
"Denton",2016,"Other",NA
"Denton",2016,"White",25
"Dimmit",2016,"Hispanic",NA
"Dimmit",2016,"Black",0
"Dimmit",2016,"Other",0
"Dimmit",2016,"White",0
"Eastland",2016,"Hispanic",0
"Eastland",2016,"Black",0
"Eastland",2016,"Other",0
"Eastland",2016,"White",NA
"Ector",2016,"Hispanic",22
"Ector",2016,"Black",0
"Ector",2016,"Other",0
"Ector",2016,"White",NA
"El Paso",2016,"Hispanic",40
"El Paso",2016,"Black",NA
"El Paso",2016,"Other",0
"El Paso",2016,"White",NA
"Ellis",2016,"Hispanic",NA
"Ellis",2016,"Black",NA
"Ellis",2016,"Other",0
"Ellis",2016,"White",NA
"Erath",2016,"Hispanic",NA
"Erath",2016,"Black",0
"Erath",2016,"Other",0
"Erath",2016,"White",NA
"Falls",2016,"Hispanic",NA
"Falls",2016,"Black",NA
"Falls",2016,"Other",NA
"Falls",2016,"White",0
"Fannin",2016,"Hispanic",NA
"Fannin",2016,"Black",0
"Fannin",2016,"Other",NA
"Fannin",2016,"White",NA
"Fayette",2016,"Hispanic",0
"Fayette",2016,"Black",0
"Fayette",2016,"Other",0
"Fayette",2016,"White",NA
"Fort Bend",2016,"Hispanic",NA
"Fort Bend",2016,"Black",14
"Fort Bend",2016,"Other",10
"Fort Bend",2016,"White",16
"Frio",2016,"Hispanic",NA
"Frio",2016,"Black",0
"Frio",2016,"Other",0
"Frio",2016,"White",0
"Galveston",2016,"Hispanic",NA
"Galveston",2016,"Black",NA
"Galveston",2016,"Other",NA
"Galveston",2016,"White",NA
"Gillespie",2016,"Hispanic",NA
"Gillespie",2016,"Black",0
"Gillespie",2016,"Other",0
"Gillespie",2016,"White",0
"Goliad",2016,"Hispanic",0
"Goliad",2016,"Black",0
"Goliad",2016,"Other",0
"Goliad",2016,"White",NA
"Gonzales",2016,"Hispanic",NA
"Gonzales",2016,"Black",0
"Gonzales",2016,"Other",0
"Gonzales",2016,"White",NA
"Gray",2016,"Hispanic",NA
"Gray",2016,"Black",0
"Gray",2016,"Other",0
"Gray",2016,"White",NA
"Grayson",2016,"Hispanic",NA
"Grayson",2016,"Black",0
"Grayson",2016,"Other",NA
"Grayson",2016,"White",NA
"Gregg",2016,"Hispanic",NA
"Gregg",2016,"Black",NA
"Gregg",2016,"Other",0
"Gregg",2016,"White",NA
"Grimes",2016,"Hispanic",NA
"Grimes",2016,"Black",NA
"Grimes",2016,"Other",0
"Grimes",2016,"White",0
"Guadalupe",2016,"Hispanic",NA
"Guadalupe",2016,"Black",NA
"Guadalupe",2016,"Other",NA
"Guadalupe",2016,"White",NA
"Hale",2016,"Hispanic",NA
"Hale",2016,"Black",0
"Hale",2016,"Other",0
"Hale",2016,"White",0
"Hall",2016,"Hispanic",NA
"Hall",2016,"Black",0
"Hall",2016,"Other",0
"Hall",2016,"White",0
"Hardin",2016,"Hispanic",0
"Hardin",2016,"Black",NA
"Hardin",2016,"Other",0
"Hardin",2016,"White",NA
"Harris",2016,"Hispanic",175
"Harris",2016,"Black",165
"Harris",2016,"Other",18
"Harris",2016,"White",78
"Harrison",2016,"Hispanic",NA
"Harrison",2016,"Black",NA
"Harrison",2016,"Other",0
"Harrison",2016,"White",NA
"Hays",2016,"Hispanic",NA
"Hays",2016,"Black",NA
"Hays",2016,"Other",0
"Hays",2016,"White",NA
"Henderson",2016,"Hispanic",NA
"Henderson",2016,"Black",NA
"Henderson",2016,"Other",0
"Henderson",2016,"White",NA
"Hidalgo",2016,"Hispanic",67
"Hidalgo",2016,"Black",0
"Hidalgo",2016,"Other",0
"Hidalgo",2016,"White",NA
"Hill",2016,"Hispanic",NA
"Hill",2016,"Black",NA
"Hill",2016,"Other",0
"Hill",2016,"White",NA
"Hood",2016,"Hispanic",NA
"Hood",2016,"Black",0
"Hood",2016,"Other",0
"Hood",2016,"White",NA
"Hopkins",2016,"Hispanic",0
"Hopkins",2016,"Black",0
"Hopkins",2016,"Other",0
"Hopkins",2016,"White",NA
"Howard",2016,"Hispanic",NA
"Howard",2016,"Black",0
"Howard",2016,"Other",0
"Howard",2016,"White",0
"Hudspeth",2016,"Hispanic",NA
"Hudspeth",2016,"Black",0
"Hudspeth",2016,"Other",0
"Hudspeth",2016,"White",0
"Hunt",2016,"Hispanic",NA
"Hunt",2016,"Black",0
"Hunt",2016,"Other",0
"Hunt",2016,"White",NA
"Hutchinson",2016,"Hispanic",NA
"Hutchinson",2016,"Black",0
"Hutchinson",2016,"Other",0
"Hutchinson",2016,"White",NA
"Jackson",2016,"Hispanic",NA
"Jackson",2016,"Black",0
"Jackson",2016,"Other",0
"Jackson",2016,"White",0
"Jasper",2016,"Hispanic",0
"Jasper",2016,"Black",0
"Jasper",2016,"Other",0
"Jasper",2016,"White",NA
"Jefferson",2016,"Hispanic",NA
"Jefferson",2016,"Black",23
"Jefferson",2016,"Other",NA
"Jefferson",2016,"White",NA
"Jim Wells",2016,"Hispanic",NA
"Jim Wells",2016,"Black",0
"Jim Wells",2016,"Other",0
"Jim Wells",2016,"White",0
"Johnson",2016,"Hispanic",NA
"Johnson",2016,"Black",0
"Johnson",2016,"Other",0
"Johnson",2016,"White",12
"Jones",2016,"Hispanic",0
"Jones",2016,"Black",0
"Jones",2016,"Other",0
"Jones",2016,"White",NA
"Karnes",2016,"Hispanic",NA
"Karnes",2016,"Black",0
"Karnes",2016,"Other",0
"Karnes",2016,"White",0
"Kaufman",2016,"Hispanic",NA
"Kaufman",2016,"Black",NA
"Kaufman",2016,"Other",0
"Kaufman",2016,"White",NA
"Kendall",2016,"Hispanic",0
"Kendall",2016,"Black",0
"Kendall",2016,"Other",0
"Kendall",2016,"White",NA
"Kerr",2016,"Hispanic",0
"Kerr",2016,"Black",0
"Kerr",2016,"Other",0
"Kerr",2016,"White",NA
"Kimble",2016,"Hispanic",0
"Kimble",2016,"Black",0
"Kimble",2016,"Other",0
"Kimble",2016,"White",NA
"Kleberg",2016,"Hispanic",NA
"Kleberg",2016,"Black",NA
"Kleberg",2016,"Other",0
"Kleberg",2016,"White",0
"Lamar",2016,"Hispanic",0
"Lamar",2016,"Black",NA
"Lamar",2016,"Other",0
"Lamar",2016,"White",NA
"Lamb",2016,"Hispanic",0
"Lamb",2016,"Black",0
"Lamb",2016,"Other",0
"Lamb",2016,"White",NA
"Lavaca",2016,"Hispanic",0
"Lavaca",2016,"Black",0
"Lavaca",2016,"Other",0
"Lavaca",2016,"White",NA
"Lee",2016,"Hispanic",NA
"Lee",2016,"Black",NA
"Lee",2016,"Other",0
"Lee",2016,"White",NA
"Liberty",2016,"Hispanic",NA
"Liberty",2016,"Black",NA
"Liberty",2016,"Other",0
"Liberty",2016,"White",NA
"Limestone",2016,"Hispanic",0
"Limestone",2016,"Black",0
"Limestone",2016,"Other",0
"Limestone",2016,"White",NA
"Lipscomb",2016,"Hispanic",NA
"Lipscomb",2016,"Black",0
"Lipscomb",2016,"Other",0
"Lipscomb",2016,"White",0
"Llano",2016,"Hispanic",NA
"Llano",2016,"Black",0
"Llano",2016,"Other",0
"Llano",2016,"White",0
"Lubbock",2016,"Hispanic",NA
"Lubbock",2016,"Black",NA
"Lubbock",2016,"Other",NA
"Lubbock",2016,"White",11
"Lynn",2016,"Hispanic",NA
"Lynn",2016,"Black",0
"Lynn",2016,"Other",0
"Lynn",2016,"White",0
"Madison",2016,"Hispanic",NA
"Madison",2016,"Black",0
"Madison",2016,"Other",0
"Madison",2016,"White",NA
"Marion",2016,"Hispanic",0
"Marion",2016,"Black",0
"Marion",2016,"Other",0
"Marion",2016,"White",NA
"Martin",2016,"Hispanic",0
"Martin",2016,"Black",NA
"Martin",2016,"Other",0
"Martin",2016,"White",0
"Matagorda",2016,"Hispanic",NA
"Matagorda",2016,"Black",NA
"Matagorda",2016,"Other",NA
"Matagorda",2016,"White",0
"Maverick",2016,"Hispanic",NA
"Maverick",2016,"Black",0
"Maverick",2016,"Other",0
"Maverick",2016,"White",0
"Mcculloch",2016,"Hispanic",0
"Mcculloch",2016,"Black",0
"Mcculloch",2016,"Other",0
"Mcculloch",2016,"White",NA
"Mclennan",2016,"Hispanic",NA
"Mclennan",2016,"Black",NA
"Mclennan",2016,"Other",NA
"Mclennan",2016,"White",NA
"Medina",2016,"Hispanic",NA
"Medina",2016,"Black",0
"Medina",2016,"Other",0
"Medina",2016,"White",0
"Midland",2016,"Hispanic",12
"Midland",2016,"Black",NA
"Midland",2016,"Other",0
"Midland",2016,"White",NA
"Milam",2016,"Hispanic",0
"Milam",2016,"Black",NA
"Milam",2016,"Other",0
"Milam",2016,"White",0
"Montague",2016,"Hispanic",0
"Montague",2016,"Black",0
"Montague",2016,"Other",0
"Montague",2016,"White",NA
"Montgomery",2016,"Hispanic",19
"Montgomery",2016,"Black",NA
"Montgomery",2016,"Other",0
"Montgomery",2016,"White",23
"Moore",2016,"Hispanic",NA
"Moore",2016,"Black",0
"Moore",2016,"Other",NA
"Moore",2016,"White",0
"Morris",2016,"Hispanic",0
"Morris",2016,"Black",0
"Morris",2016,"Other",0
"Morris",2016,"White",NA
"Nacogdoches",2016,"Hispanic",0
"Nacogdoches",2016,"Black",0
"Nacogdoches",2016,"Other",0
"Nacogdoches",2016,"White",NA
"Navarro",2016,"Hispanic",NA
"Navarro",2016,"Black",NA
"Navarro",2016,"Other",0
"Navarro",2016,"White",NA
"Nolan",2016,"Hispanic",NA
"Nolan",2016,"Black",0
"Nolan",2016,"Other",0
"Nolan",2016,"White",NA
"Nueces",2016,"Hispanic",16
"Nueces",2016,"Black",NA
"Nueces",2016,"Other",0
"Nueces",2016,"White",NA
"Ochiltree",2016,"Hispanic",0
"Ochiltree",2016,"Black",0
"Ochiltree",2016,"Other",0
"Ochiltree",2016,"White",NA
"Orange",2016,"Hispanic",0
"Orange",2016,"Black",0
"Orange",2016,"Other",0
"Orange",2016,"White",10
"Palo Pinto",2016,"Hispanic",0
"Palo Pinto",2016,"Black",0
"Palo Pinto",2016,"Other",0
"Palo Pinto",2016,"White",NA
"Panola",2016,"Hispanic",NA
"Panola",2016,"Black",NA
"Panola",2016,"Other",0
"Panola",2016,"White",NA
"Parker",2016,"Hispanic",NA
"Parker",2016,"Black",0
"Parker",2016,"Other",0
"Parker",2016,"White",NA
"Parmer",2016,"Hispanic",NA
"Parmer",2016,"Black",0
"Parmer",2016,"Other",0
"Parmer",2016,"White",0
"Pecos",2016,"Hispanic",NA
"Pecos",2016,"Black",0
"Pecos",2016,"Other",0
"Pecos",2016,"White",0
"Polk",2016,"Hispanic",0
"Polk",2016,"Black",0
"Polk",2016,"Other",0
"Polk",2016,"White",NA
"Potter",2016,"Hispanic",NA
"Potter",2016,"Black",NA
"Potter",2016,"Other",NA
"Potter",2016,"White",NA
"Randall",2016,"Hispanic",NA
"Randall",2016,"Black",NA
"Randall",2016,"Other",NA
"Randall",2016,"White",NA
"Reagan",2016,"Hispanic",NA
"Reagan",2016,"Black",0
"Reagan",2016,"Other",0
"Reagan",2016,"White",0
"Red River",2016,"Hispanic",0
"Red River",2016,"Black",0
"Red River",2016,"Other",0
"Red River",2016,"White",NA
"Reeves",2016,"Hispanic",NA
"Reeves",2016,"Black",0
"Reeves",2016,"Other",0
"Reeves",2016,"White",NA
"Refugio",2016,"Hispanic",NA
"Refugio",2016,"Black",0
"Refugio",2016,"Other",0
"Refugio",2016,"White",0
"Robertson",2016,"Hispanic",NA
"Robertson",2016,"Black",NA
"Robertson",2016,"Other",0
"Robertson",2016,"White",0
"Rockwall",2016,"Hispanic",NA
"Rockwall",2016,"Black",0
"Rockwall",2016,"Other",0
"Rockwall",2016,"White",0
"Runnels",2016,"Hispanic",NA
"Runnels",2016,"Black",0
"Runnels",2016,"Other",0
