"","County Code","Population","ACS5Y2020_Hispanic_Percent","ACS5Y2020_Poverty_Percent","ACS5Y2020_GINI_Index","ACS5Y2020_Highschool_Percent","ACS5Y2020_GED_Percent","ACS5Y2020_Bachelors_Percent","ACS5Y2020_Masters_Percent","ACS5Y2020_Professional_Percent","ACS5Y2020_Doctorate_Percent","ACS5Y2020_SNAP_Percent","ACS5Y2020_Unemployment_Percent","ACS5Y2020_Median Household Income"
"Anderson County, Texas","001",58133,0.182564120207111,0.153089143865843,0.4295,0.258973695963894,0.127806116452364,0.0822735713781999,0.0275733997790367,0.00693448673044827,0.00298535530429468,0.163804090550464,0.040241847556745,49736
"Andrews County, Texas","003",18184,0.573581170259569,0.122805080066262,0.4602,0.258187772925764,0.0548580786026201,0.139283114992722,0.0318413391557496,0.0101892285298399,0.00691411935953421,0.104582468465592,0.0291931487665625,80518
"Angelina County, Texas","005",86584,0.227466968493024,0.172872688351073,0.4306,0.249885284670502,0.0661819208640712,0.120309907874766,0.0475274434365183,0.00704175637993717,0.00554163284035156,0.188661680202883,0.0628024219086464,52377
"Aransas County, Texas","007",24149,0.285726117023479,0.225240758652593,0.5371,0.253204603720068,0.0764741177112311,0.165166639393444,0.057655593738068,0.0133093328969618,0.011563846615393,0.161882893226177,0.0815424784093191,51509
"Archer County, Texas","009",8616,0.0844939647168059,0.114993572513731,0.4721,0.329074012612015,0.0517756388981082,0.151676070361766,0.0506140059741122,0.0142714902090939,0.00796548290740126,0.0747552654998517,0.0324449594438007,67083
"Armstrong County, Texas","011",1980,0.0873737373737374,0.0384215991692627,0.3707,0.261302681992337,0.0114942528735632,0.178544061302682,0.0773946360153257,0.010727969348659,0,0.0155367231638418,0.010250569476082,71136
"Atascosa County, Texas","013",48684,0.653356338838222,0.125154220948955,0.4298,0.34852832135143,0.0491311776653019,0.112672877913537,0.0283052322769915,0.00548051194429221,0.0017731068055063,0.141078055223599,0.0631520119225037,63391
"Austin County, Texas","015",30132,0.278541085888756,0.0937384837012965,0.4222,0.296650485436893,0.0406796116504854,0.166893203883495,0.0477184466019417,0.0142718446601942,0.01,0.0922219407144667,0.0549334738506126,68400
"Bailey County, Texas","017",6968,0.66532721010333,0.109471820596046,0.4267,0.291685912240185,0.0503464203233256,0.101847575057737,0.0133949191685912,0.0203233256351039,0.0140877598152425,0.131659836065574,0.0231874591770085,64044
"Bandera County, Texas","019",20839,0.200489466865013,0.119933506087127,0.4381,0.247456349704811,0.039819118201231,0.171209647029268,0.0737972616505464,0.0177113427961311,0.0122472051249843,0.0685911964690445,0.0671022609417133,64495
"Bastrop County, Texas","021",94887,0.401224614541507,0.108881933952083,0.4055,0.260954126080946,0.0522229723213425,0.158678111036101,0.049651203909088,0.00880830681197158,0.0142250940302826,0.0756611557033673,0.0402782943531625,78339
"Baylor County, Texas","023",3491,0.142079633342882,0.15318772136954,0.4672,0.323256751309956,0.0532043530834341,0.153970173317211,0.0382910116888351,0.00443369609028618,0,0.10934393638171,0.0351370344342937,43705
"Bee County, Texas","025",31191,0.595460228912186,0.178930335547607,0.4747,0.202288286598518,0.121635562224515,0.0677576666979274,0.0305261183531839,0.0176310606771078,0.00267279377285942,0.162292573849594,0.072845260945069,48822
"Bell County, Texas","027",364703,0.258166233894429,0.142667613636364,0.4412,0.210737089349754,0.0486998231633512,0.174042359801835,0.0669459455811086,0.0149208734740527,0.00960677468851102,0.134543337189614,0.0768624139194367,57932
"Bexar County, Texas","029",1990522,0.608884001282076,0.151335129525202,0.4654,0.197752350359347,0.0461204506872206,0.186364748871444,0.0812309838471686,0.0201798964223242,0.0121437513635329,0.136445022060341,0.0560920658336633,62169
"Blanco County, Texas","031",11313,0.20144965968355,0.106209003504358,0.4619,0.229785763648929,0.0573600552868003,0.195001151808339,0.0439990785533287,0.0105966367196498,0.00783229670582815,0.0659086123394399,0.0425232823756809,71201
"Borden County, Texas","033",550,0.118181818181818,0.0236363636363636,0.4377,0.23463687150838,0.0139664804469274,0.329608938547486,0.0502793296089385,0,0,0.0306122448979592,0.0441176470588235,68500
"Bosque County, Texas","035",18275,0.193488372093023,0.144726584252144,0.4069,0.277362234773317,0.0544191726453976,0.127919401618074,0.0357960616699741,0.00923523126240269,0.0108380399938941,0.110558476623561,0.0383437461717506,59328
"Bowie County, Texas","037",92957,0.0799186720741848,0.163702575495574,0.4845,0.274644308943089,0.0631192835365854,0.147008384146341,0.0620871443089431,0.014037093495935,0.00617695630081301,0.106347291292705,0.0414334538610134,54949
"Brazoria County, Texas","039",368575,0.315892287865428,0.0735932558224378,0.4167,0.189307373522822,0.0528437880595402,0.201661006663147,0.0799120447923118,0.0162151826650095,0.0150762541722609,0.0765424350680699,0.0506367091139409,87958
"Brazos County, Texas","041",231095,0.263640494169065,0.236139783146423,0.5172,0.160508351140029,0.0489944219026354,0.231302969916689,0.107840548046065,0.0227285459332709,0.0602946707962194,0.0878304853695577,0.0438583609049836,52658
"Brewster County, Texas","043",9501,0.455215240501,0.141286776592305,0.4608,0.131005586592179,0.0328212290502793,0.264106145251397,0.138128491620112,0.0343575418994413,0.0238826815642458,0.0990225244368891,0.0335952848722986,48679
"Briscoe County, Texas","045",1266,0.364139020537125,0.193471337579618,0.4787,0.246376811594203,0.110766045548654,0.0973084886128364,0.0383022774327122,0.015527950310559,0.005175983436853,0.0861759425493716,0.0183946488294314,38469
"Brooks County, Texas","047",7100,0.916338028169014,0.375327275527491,0.5142,0.207427727368643,0.0578181050854611,0.130618273897447,0.0497995357670395,0,0,0.295257731958763,0.0165289256198347,26827
"Brown County, Texas","049",38085,0.230641985033478,0.132099307920466,0.4685,0.269615428161679,0.0787636336189003,0.142959580329849,0.0392119862625958,0.00407593312450466,0.0078122051553006,0.12128864923896,0.0522960622813946,49232
"Burleson County, Texas","051",17687,0.21258551478487,0.13020564816406,0.4341,0.298664736164736,0.0415057915057915,0.153474903474903,0.0435971685971686,0.00667631917631918,0.00691763191763192,0.1143772638618,0.0554243817571766,64109
"Burnet County, Texas","053",48424,0.226891623988105,0.0716602088948787,0.4369,0.258675713751761,0.0450820850464334,0.178545757741296,0.0722233403294902,0.0155257180644605,0.0119318018458354,0.0698957694665849,0.0365891472868217,65363
"Caldwell County, Texas","055",45286,0.540785231638917,0.133164662736178,0.4296,0.315414859002169,0.0693126355748373,0.113340563991323,0.0395539587852495,0.00399945770065076,0.00328768980477223,0.0852252881592735,0.0238118145083702,63380
"Calhoun County, Texas","057",20367,0.497765994009918,0.0972090940749216,0.4106,0.263771730360155,0.0590478984816255,0.124330668231497,0.0374825790361623,0.000806865693537739,0.0116628768429546,0.169979349509551,0.0410510659395141,61887
"Callahan County, Texas","059",13781,0.102750163268268,0.0828753572213673,0.4002,0.264946764946765,0.0746314496314496,0.171683046683047,0.0444307944307944,0.00317362817362817,0.00481162981162981,0.0945302077377549,0.0450422270878949,55820
"Cameron County, Texas","061",420554,0.899867793434375,0.263233320334275,0.4697,0.219098841068261,0.0415019047350869,0.131569525847678,0.043605762075055,0.00913951027993773,0.0052495866704748,0.246289317849727,0.0595430076998206,43057
"Camp County, Texas","063",12498,0.261801888302128,0.194527162977867,0.4628,0.290949065591792,0.0459264687919873,0.156834005130084,0.0498351044338586,0.0108708928789544,0.0100158788322951,0.19521094640821,0.0815583469870745,50947
"Carson County, Texas","065",5856,0.105703551912568,0.0883816715290887,0.4051,0.262323507555115,0.0601932127817686,0.184790686153084,0.0748080257617042,0.000990834778300718,0.000495417389150359,0.0398773006134969,0.0215924426450742,76786
"Cass County, Texas","067",28692,0.0501533528509689,0.183592095977417,0.4319,0.357085828343313,0.0732534930139721,0.119461077844311,0.0383233532934132,0.00663672654690619,0.00888223552894212,0.165156978278076,0.0876035853204803,49626
"Castro County, Texas","069",7450,0.654765100671141,0.114134849715678,0.4193,0.254055238930294,0.0692678649715037,0.165716790881192,0.0359491451117931,0.00109601052170101,0.0155633494081543,0.110053785684733,0.0405883955325524,53551
"Chambers County, Texas","071",45257,0.242216673663743,0.15011362117364,0.4418,0.210710780877611,0.0487522781438385,0.161152390298612,0.0506799383148745,0.0208187298471891,0.00665918968176083,0.0813149949681315,0.0842812360053739,93707
"Cherokee County, Texas","073",50564,0.23936001898584,0.147927122432626,0.4335,0.231103150992654,0.0727338959383158,0.113016817436707,0.0465363365915852,0.00513022888713496,0.00938012263979115,0.142354041710229,0.0660171189218721,54222
"Childress County, Texas","075",6784,0.341833726415094,0.131109833237493,0.4307,0.255655655655656,0.105705705705706,0.146346346346346,0.023023023023023,0.015015015015015,0.0044044044044044,0.123188405797101,0.0721847930702599,53092
"Clay County, Texas","077",10236,0.0685814771395076,0.10345506447485,0.3985,0.287244010172668,0.0556819702851024,0.16932137598715,0.0485878731093562,0.00883415874715567,0.00441707937357783,0.100509832483613,0.0179196704428424,69967
"Cochran County, Texas","079",2553,0.596944770857814,0.270891089108911,0.4878,0.274718768502072,0.0580224985198342,0.0722320899940793,0.0224985198342214,0.00177619893428064,0,0.192189105858171,0.0844594594594595,38203
"Coke County, Texas","081",3288,0.225973236009732,0.140240050536955,0.4608,0.264372822299652,0.0692508710801394,0.129355400696864,0.0579268292682927,0.00871080139372822,0.00827526132404181,0.0903179190751445,0.0283687943262411,42639
"Coleman County, Texas","083",7848,0.181065239551478,0.177092738294854,0.4418,0.267195311153249,0.0506809170832615,0.140493018445096,0.0363730391311843,0.0110325805895535,0.00241337700396483,0.0896958410924891,0.0655829596412556,47216
"Collin County, Texas","085",1039812,0.155708916611849,0.0647993375740973,0.4319,0.12745149510576,0.0195302929543943,0.336244210329822,0.1559637977903,0.0254599652328118,0.0166850419422958,0.0278897412560135,0.0425195931416931,104327
"Collingsworth County, Texas","087",2948,0.314789687924016,0.206096293730516,0.5185,0.19318786588611,0.0377860564129856,0.191059073975519,0.0271420968600319,0.00745077168706759,0.0106439595529537,0.188983855650522,0.0463709677419355,42446
"Colorado County, Texas","089",20559,0.310375018240187,0.0888223552894212,0.4922,0.32792766934558,0.0298507462686567,0.154348450057405,0.0315011481056257,0.0124138920780712,0.00889781859931114,0.0801543077582512,0.0447940565934666,55945
"Comal County, Texas","091",156257,0.283136115502025,0.0671632654376277,0.4397,0.201192959344238,0.037938668715922,0.258178724338566,0.106424049474878,0.019916200095144,0.0114996157646284,0.044931976150476,0.0355395380649235,85912
"Comanche County, Texas","093",13540,0.288478581979321,0.134286998202516,0.4263,0.263353115727003,0.0590292496820687,0.132683340398474,0.0509749894022891,0.00339126748622298,0.00614667231877914,0.0737641105488517,0.074799506477483,55743
"Concho County, Texas","095",3181,0.345803206538824,0.137103684661525,0.4149,0.283772981614708,0.0935251798561151,0.0883293365307754,0.0399680255795364,0,0,0.0846824408468244,0.0128342245989305,46719
"Cooke County, Texas","097",41215,0.187189130171054,0.141189824067905,0.4412,0.258077183963443,0.06004783834922,0.150655099782228,0.0475527471350541,0.0126378922566135,0.00960337010460176,0.104246864522538,0.0378430428502648,63338
"Coryell County, Texas","099",81692,0.192528032120648,0.107643785349285,0.404,0.205839810225454,0.0826599294131261,0.11938053268018,0.0477714991031996,0.00270004435787159,0.0029507627625311,0.109877264757452,0.0607993043226204,58414
"Cottle County, Texas","101",1560,0.206410256410256,0.230128205128205,0.4899,0.218163869693978,0.0641658440276407,0.132280355380059,0.0602171767028628,0,0.00394866732477789,0.206422018348624,0.0377113133940182,43654
"Crane County, Texas","103",4654,0.656209712075634,0.05436212187637,0.3802,0.296809986130374,0.0773231622746186,0.111997226074896,0.0305131761442441,0,0,0.0223048327137546,0.0345643939393939,67804
"Crockett County, Texas","105",2939,0.605307927866621,0.0732803318354649,0.337,0.337971274685817,0.0435368043087971,0.098294434470377,0.0502692998204668,0.013016157989228,0,0.0431765612952968,0.0156936597614564,52731
"Crosby County, Texas","107",5265,0.566571699905033,0.233558341369335,0.5393,0.274492753623188,0.0982608695652174,0.113623188405797,0.0260869565217391,0.00347826086956522,0.00173913043478261,0.241985522233713,0.0472567080496596,44304
"Culberson County, Texas","109",2209,0.828881846989588,0.281434407625965,0.4077,0.375900458415193,0.0150622134905043,0.163064833005894,0.000654878847413229,0.00851342501637197,0,0.279179810725552,0.125,34239
"Dallam County, Texas","111",7135,0.471338472319552,0.149772209567198,0.5141,0.255333792154164,0.0568937829777472,0.125028676301904,0.0268410185822436,0.00160587290662996,0.00367056664372562,0.0992817912970004,0.0252237591537836,61069
"Dallas County, Texas","113",2604722,0.407278396696461,0.142406918166242,0.491,0.193363154930249,0.032590574905156,0.206195183444543,0.0878143709898048,0.0238944303548492,0.0116548602149897,0.104479613450667,0.0515082085199126,65011
"Dawson County, Texas","115",12371,0.586048015520168,0.225404376784015,0.4991,0.251892724239702,0.0786603361991531,0.114590016681637,0.0150134736301809,0.0052611317849352,0.0020531245989991,0.159943046986236,0.0816847479259732,42778
"Deaf Smith County, Texas","117",18675,0.744042838018742,0.150095238095238,0.4183,0.316371277178878,0.0873378403069614,0.0812168828795907,0.0210122419148547,0.00602959985382788,0.00621231500091358,0.16754617414248,0.0361730899256254,49611
"Delta County, Texas","119",5251,0.0891258807846124,0.158522508657176,0.4452,0.249929873772791,0.0687237026647966,0.162973352033661,0.0563814866760168,0.00112201963534362,0.00280504908835905,0.0811861934856587,0.042247570764681,58705
"Denton County, Texas","121",885012,0.196277564597994,0.0723935019290433,0.4293,0.143323041395389,0.0258553009157157,0.316707851448677,0.124153810259353,0.0180656719874794,0.0142508996220991,0.0446916599003879,0.0410975541768543,96265
"DeWitt County, Texas","123",19834,0.362256730866189,0.161044734648513,0.4898,0.312504483822369,0.0950570342205323,0.0886720711672286,0.02883994547672,0.00825023315876318,0.000573929263218308,0.121936459909228,0.0627848101265823,57873
"Dickens County, Texas","125",1569,0.338432122370937,0.149122807017544,0.49,0.254483347566183,0.0734415029888984,0.137489325362938,0.0367207514944492,0.0170794192997438,0.0102476515798463,0.121259842519685,0.0888157894736842,42241
"Dimmit County, Texas","127",8840,0.877828054298643,0.464903240581702,0.5118,0.242435223772423,0.0824424714622214,0.0786374343178112,0.0382315636890741,0.00942199673853959,0.00398622938938213,0.264645072363887,0.059493206022769,25000
"Donley County, Texas","129",3266,0.11849357011635,0.130653266331658,0.4188,0.238862559241706,0.0819905213270142,0.109004739336493,0.0445497630331754,0.0037914691943128,0,0.0209555741827326,0.000692520775623269,52888
"Duval County, Texas","131",10001,0.893310668933107,0.235874059154034,0.4418,0.289782506649977,0.0441245501486465,0.0528868721639806,0.0342669378813957,0.00125176028790487,0,0.278325123152709,0.102799227799228,43836
"Eastland County, Texas","133",17785,0.171099240933371,0.187370539148961,0.5147,0.219159996699398,0.0717881013284924,0.139863025002063,0.0571004208268009,0.00792144566383365,0.00899414143081112,0.128863670300134,0.0545866063107442,43953
"Ector County, Texas","135",161258,0.627292909499064,0.141085154767051,0.4446,0.228864734299517,0.0688405797101449,0.112589538564051,0.0388035149092121,0.00747542895219057,0.00381059470264868,0.108490486114641,0.0614972924529493,64975
"Edwards County, Texas","137",1366,0.453147877013177,0.131014063656551,0.4902,0.164847161572052,0.0534934497816594,0.155021834061135,0.0545851528384279,0,0,0.0573476702508961,0,40000
"El Paso County, Texas","141",860485,0.828887197336386,0.192735136157114,0.4681,0.177077543144951,0.0608108744684018,0.165830367186661,0.0598404781510087,0.0129505512416362,0.00802131480221816,0.203288848174443,0.0676843215266351,50919
"Ellis County, Texas","139",187984,0.271879521661418,0.0816259620759341,0.4083,0.226716110424392,0.045554182117841,0.179118252987227,0.0702513391017717,0.00818294190358467,0.0050103007828595,0.0670568348536072,0.0399205886265721,85272
"Erath County, Texas","143",42288,0.217413923571699,0.169403244208542,0.4794,0.2135435471577,0.0641473101456252,0.208328318690576,0.0802342841096,0.0106711597865768,0.0092670598146588,0.0770467640359105,0.0556058081409188,56691
"Falls County, Texas","145",17074,0.242591074147827,0.228670505103376,0.522,0.269221157850895,0.0658059142024157,0.0835485214493961,0.0297376093294461,0.00641399416909621,0.00691378592253228,0.185089499907732,0.0807146275323018,35317
"Fannin County, Texas","147",35453,0.121061687304318,0.128037900695256,0.4843,0.271480694438876,0.0797482057656068,0.124894751613809,0.0478328856100397,0.00489154404394371,0.00870053325849004,0.126142742582197,0.0483725717226296,59686
"Fayette County, Texas","149",24445,0.218613213336061,0.0983885704792757,0.4788,0.352245467224547,0.0356485355648536,0.165913528591353,0.0522733612273361,0.00691771269177127,0.00529986052998605,0.0595183486238532,0.0348879248011569,66624
"Fisher County, Texas","151",3720,0.291129032258065,0.110114192495922,0.4218,0.288871951219512,0.0605945121951219,0.12842987804878,0.0567835365853659,0.00685975609756098,0.0038109756097561,0.11545988258317,0.0378630705394191,55862
"Floyd County, Texas","153",5478,0.592917123037605,0.133259709184613,0.4232,0.234946539110861,0.0613393359594823,0.106640405177265,0.0343275182892515,0.00759707371975239,0.00084411930219471,0.177930306230201,0.0447390223695112,54007
"Foard County, Texas","155",1087,0.216191352345906,0.123444976076555,0.4946,0.178398058252427,0.0558252427184466,0.127427184466019,0.0424757281553398,0,0,0.125265392781316,0.100970873786408,37679
"Fort Bend County, Texas","157",806497,0.249227213492425,0.071508826745821,0.4263,0.150867319404826,0.0286292498650836,0.285847274689692,0.142803176316398,0.0254799167373371,0.0264937167527561,0.0636419071731261,0.0546236885300039,102590
"Franklin County, Texas","159",10413,0.153173917218861,0.0869565217391304,0.4572,0.215804195804196,0.0594405594405594,0.199440559440559,0.0711888111888112,0.00587412587412587,0.0151048951048951,0.0854483925549915,0.0664512219753585,61391
"Freestone County, Texas","161",19478,0.164390594516891,0.132680714562248,0.4513,0.267385483754251,0.0668644619726464,0.112526231999421,0.0353860626673421,0.00709168536073522,0.0046313047253781,0.149535556570732,0.0271395942496305,55910
"Frio County, Texas","163",18428,0.798350336444541,0.249845307665865,0.4905,0.30398322851153,0.0731236897274633,0.0405870020964361,0.0277568134171908,0.00779874213836478,0.0128301886792453,0.214780600461894,0.0511838933787041,58456
"Gaines County, Texas","165",21167,0.423914584022299,0.139522747758433,0.4362,0.251931858096242,0.0735862311204777,0.0829820864067439,0.0217773094485423,0.00254654021777309,0,0.0881180811808118,0.0328842201415848,67728
